"uid","cluster","spent","country","gender","device"
"1044352","Control","0","MEX","M",""
"1044353","Treatment","0","BRA","F",""
"1044354","Treatment","0","USA","F",""
"1044355","Control","0","MEX","",""
"1044356","Control","0","USA","F",""
"1044357","Control","0","USA","F",""
"1044358","Treatment","0","BRA","M",""
"1044359","Control","0","TUR","M",""
"1044360","Treatment","59.174622938089214","MEX","M","A"
"1044361","Control","0","DEU","M",""
"1044363","Treatment","0","USA","M",""
"1044364","Treatment","23.05","MEX","M","I"
"1044365","Control","0","BRA","F",""
"1044366","Treatment","0","FRA","M",""
"1044367","Control","0","ESP","M",""
"1044368","Treatment","0","USA","F",""
"1044369","Control","0","USA","M",""
"1044370","Treatment","0","DEU","M",""
"1044371","Control","0","BRA","M",""
"1044372","Treatment","0","MEX","F",""
"1044373","Control","45.49","USA","F","A"
"1044374","Treatment","0","CAN","M",""
"1044376","Control","0","CAN","F",""
"1044377","Treatment","0","FRA","",""
"1044378","Control","0","USA","F",""
"1044379","Treatment","0","FRA","F",""
"1044380","Treatment","0","USA","M",""
"1044381","Control","0","USA","F",""
"1044382","Control","0","FRA","F",""
"1044383","Control","0","MEX","M",""
"1044384","Control","0","TUR","F",""
"1044385","Treatment","0","BRA","M",""
"1044386","Treatment","0","MEX","M",""
"1044387","Treatment","31.99","USA","","A"
"1044388","Control","0","BRA","M",""
"1044389","Control","0","BRA","M",""
"1044390","Control","0","BRA","M",""
"1044391","Control","0","GBR","O",""
"1044392","Control","0","ESP","M",""
"1044393","Control","0","USA","F",""
"1044394","Control","0","TUR","M",""
"1044395","Control","0","BRA","F",""
"1044396","Control","0","DEU","F",""
"1044397","Control","0","AUS","M",""
"1044398","Control","62.94","ESP","M","I"
"1044399","Control","0","MEX","F",""
"1044400","Control","0","USA","M",""
"1044401","Treatment","0","USA","M",""
"1044402","Treatment","0","TUR","F",""
"1044403","Control","0","","M",""
"1044404","Treatment","0","DEU","",""
"1044405","Treatment","0","BRA","F",""
"1044406","Control","0","USA","M",""
"1044407","Treatment","0","BRA","",""
"1044408","Treatment","0","BRA","M",""
"1044409","Control","0","MEX","F",""
"1044410","Control","0","USA","F",""
"1044411","Treatment","0","CAN","M",""
"1044412","Treatment","0","CAN","F",""
"1044413","Control","0","FRA","F",""
"1044414","Treatment","0","CAN","M",""
"1044415","Control","0","USA","M",""
"1044416","Treatment","0","BRA","",""
"1044417","Control","0","MEX","",""
"1044418","Control","0","BRA","F",""
"1044419","Control","0","USA","F",""
"1044420","Control","0","USA","M",""
"1044421","Control","0","FRA","F",""
"1044422","Control","0","GBR","M",""
"1044423","Control","0","ESP","F",""
"1044424","Treatment","0","USA","",""
"1044425","Treatment","0","USA","F",""
"1044426","Treatment","0","USA","M",""
"1044427","Control","0","BRA","M",""
"1044428","Treatment","0","GBR","M",""
"1044429","Treatment","0","DEU","",""
"1044430","Control","0","BRA","O",""
"1044431","Control","0","FRA","M",""
"1044432","Treatment","0","BRA","M",""
"1044433","Control","0","USA","M",""
"1044434","Treatment","0","USA","F",""
"1044435","Control","0","BRA","F",""
"1044436","Treatment","0","CAN","",""
"1044437","Control","0","ESP","M",""
"1044438","Treatment","0","BRA","M",""
"1044439","Control","0","USA","M",""
"1044440","Treatment","0","MEX","M",""
"1044441","Control","71.69","USA","F","A"
"1044442","Treatment","0","USA","F",""
"1044443","Treatment","0","BRA","",""
"1044444","Treatment","0","USA","",""
"1044445","Treatment","0","GBR","",""
"1044446","Control","0","BRA","M",""
"1044447","Control","0","USA","F",""
"1044448","Control","0","BRA","F",""
"1044449","Control","0","USA","F",""
"1044450","Treatment","0","BRA","F",""
"1044451","Control","0","MEX","M",""
"1044452","Treatment","0","USA","F",""
"1044453","Treatment","0","DEU","M",""
"1044454","Treatment","0","USA","M",""
"1044455","Treatment","0","TUR","M",""
"1044457","Control","0","MEX","M",""
"1044458","Treatment","95.93","USA","F","A"
"1044459","Control","99.26","USA","F","A"
"1044460","Control","0","USA","M",""
"1044461","Treatment","0","TUR","",""
"1044462","Treatment","0","MEX","M",""
"1044463","Control","27.64","MEX","M","I"
"1044464","Control","0","BRA","M",""
"1044465","Control","0","MEX","",""
"1044466","Control","0","MEX","F",""
"1044467","Treatment","0","FRA","M",""
"1044468","Control","0","USA","F",""
"1044469","Control","0","MEX","",""
"1044470","Treatment","0","ESP","M",""
"1044471","Treatment","0","USA","M",""
"1044472","Treatment","0","GBR","M",""
"1044473","Control","0","USA","F",""
"1044474","Treatment","0","AUS","M",""
"1044475","Treatment","0","USA","",""
"1044476","Control","0","USA","F",""
"1044477","Control","0","TUR","F",""
"1044478","Treatment","0","BRA","O",""
"1044479","Treatment","0","USA","",""
"1044480","Treatment","0","GBR","M",""
"1044481","Control","0","MEX","M",""
"1044482","Control","0","ESP","F",""
"1044483","Treatment","0","MEX","",""
"1044484","Treatment","0","BRA","M",""
"1044486","Treatment","0","AUS","",""
"1044487","Control","0","ESP","M",""
"1044488","Control","0","USA","M",""
"1044489","Control","0","MEX","F",""
"1044490","Control","0","USA","M",""
"1044491","Treatment","0","DEU","F",""
"1044492","Control","0","GBR","F",""
"1044493","Control","0","AUS","M",""
"1044494","Control","0","USA","",""
"1044495","Treatment","0","GBR","F",""
"1044496","Control","0","BRA","F",""
"1044497","Treatment","0","GBR","",""
"1044498","Treatment","0","TUR","F",""
"1044499","Treatment","0","USA","",""
"1044500","Treatment","0","MEX","F",""
"1044501","Control","0","FRA","M",""
"1044502","Treatment","0","GBR","F",""
"1044503","Control","0","BRA","F",""
"1044504","Control","0","TUR","F",""
"1044505","Treatment","0","ESP","M",""
"1044506","Control","0","BRA","F",""
"1044507","Control","0","BRA","F",""
"1044508","Treatment","0","AUS","F",""
"1044509","Control","0","DEU","F",""
"1044510","Treatment","0","TUR","M",""
"1044511","Control","0","BRA","M",""
"1044512","Control","0","ESP","F",""
"1044513","Treatment","0","DEU","",""
"1044514","Treatment","0","BRA","M",""
"1044515","Treatment","0","USA","M",""
"1044516","Control","0","BRA","M",""
"1044517","Control","0","MEX","F",""
"1044518","Control","0","USA","F",""
"1044519","Control","0","TUR","M",""
"1044520","Control","0","ESP","M",""
"1044521","Control","0","USA","F",""
"1044522","Control","0","USA","F",""
"1044523","Control","0","DEU","",""
"1044524","Control","0","BRA","M",""
"1044525","Control","0","BRA","F",""
"1044526","Treatment","0","MEX","F",""
"1044527","Treatment","0","USA","M",""
"1044528","Control","37.45","BRA","M","I"
"1044529","Treatment","0","BRA","F",""
"1044530","Control","0","USA","F",""
"1044531","Treatment","0","USA","M",""
"1044532","Treatment","0","","",""
"1044533","Control","95.41","USA","F","I"
"1044534","Control","0","DEU","F",""
"1044535","Treatment","0","USA","M",""
"1044536","Control","0","BRA","M",""
"1044537","Treatment","0","TUR","F",""
"1044538","Control","0","BRA","M",""
"1044539","Control","0","USA","F",""
"1044540","Treatment","0","GBR","F",""
"1044541","Treatment","0","ESP","F",""
"1044542","Control","0","FRA","M",""
"1044543","Treatment","351.5","USA","M","I"
"1044544","Treatment","0","BRA","F",""
"1044545","Treatment","0","CAN","F",""
"1044546","Control","0","DEU","F",""
"1044547","Treatment","0","TUR","",""
"1044548","Treatment","0","USA","M",""
"1044549","Control","0","USA","M",""
"1044550","Control","0","DEU","",""
"1044551","Treatment","0","FRA","F",""
"1044552","Control","0","ESP","F",""
"1044553","Treatment","0","USA","",""
"1044554","Treatment","0","USA","M",""
"1044555","Treatment","0","BRA","M",""
"1044556","Control","0","USA","M",""
"1044557","Treatment","0","USA","M",""
"1044558","Control","0","MEX","F",""
"1044559","Control","0","USA","F",""
"1044560","Control","0","BRA","F",""
"1044561","Treatment","0","USA","F",""
"1044562","Treatment","0","DEU","",""
"1044563","Treatment","0","BRA","F",""
"1044564","Control","0","USA","",""
"1044565","Control","0","USA","M",""
"1044566","Treatment","0","USA","F",""
"1044567","Treatment","0","USA","O",""
"1044568","Treatment","0","GBR","F",""
"1044569","Control","0","BRA","M",""
"1044570","Treatment","0","DEU","F",""
"1044571","Control","0","TUR","M",""
"1044572","Control","0","USA","F",""
"1044573","Control","0","BRA","F",""
"1044574","Control","0","BRA","F",""
"1044575","Control","0","ESP","M",""
"1044576","Control","0","USA","",""
"1044577","Treatment","0","USA","F",""
"1044578","Treatment","0","BRA","M",""
"1044579","Control","0","BRA","F",""
"1044580","Treatment","0","USA","F",""
"1044581","Treatment","0","CAN","F",""
"1044582","Control","0","TUR","M",""
"1044583","Control","0","USA","M",""
"1044584","Control","0","BRA","M",""
"1044585","Treatment","54.75","BRA","M","A"
"1044586","Control","0","MEX","O",""
"1044587","Treatment","0","USA","M",""
"1044588","Treatment","0","CAN","",""
"1044589","Control","0","CAN","M",""
"1044590","Control","0","BRA","F",""
"1044591","Treatment","0","USA","F",""
"1044592","Treatment","0","USA","F",""
"1044593","Control","0","BRA","",""
"1044594","Treatment","0","TUR","M",""
"1044595","Treatment","0","ESP","M",""
"1044596","Control","0","USA","F",""
"1044597","Control","0","BRA","M",""
"1044598","Treatment","0","BRA","M",""
"1044599","Treatment","0","DEU","F",""
"1044600","Treatment","0","TUR","M",""
"1044601","Treatment","0","GBR","M",""
"1044603","Treatment","0","USA","F",""
"1044604","Control","0","CAN","M",""
"1044605","Control","0","MEX","O",""
"1044607","Control","0","FRA","M",""
"1044608","Treatment","0","AUS","M",""
"1044609","Control","0","FRA","M",""
"1044610","Control","0","USA","F",""
"1044611","Control","0","CAN","M",""
"1044612","Control","0","USA","F",""
"1044613","Control","0","DEU","",""
"1044614","Treatment","0","FRA","",""
"1044615","Treatment","0","DEU","F",""
"1044616","Control","0","USA","F",""
"1044617","Control","0","MEX","O",""
"1044618","Control","0","BRA","M",""
"1044619","Control","0","GBR","F",""
"1044620","Control","0","MEX","M",""
"1044621","Treatment","0","GBR","O",""
"1044622","Treatment","0","USA","F",""
"1044623","Treatment","0","DEU","F",""
"1044624","Control","0","MEX","F",""
"1044625","Control","16.07","USA","F","A"
"1044626","Control","0","MEX","F",""
"1044627","Treatment","0","ESP","",""
"1044628","Treatment","0","BRA","",""
"1044629","Control","0","USA","F",""
"1044630","Control","0","USA","M",""
"1044631","Treatment","0","USA","M",""
"1044632","Control","0","USA","F",""
"1044633","Control","0","MEX","M",""
"1044634","Treatment","0","GBR","M",""
"1044635","Treatment","0","USA","F",""
"1044636","Treatment","0","AUS","M",""
"1044637","Control","0","USA","",""
"1044638","Control","0","USA","F",""
"1044639","Control","0","GBR","M",""
"1044640","Treatment","0","USA","F",""
"1044641","Treatment","0","USA","F",""
"1044642","Control","0","BRA","M",""
"1044643","Treatment","0","USA","M",""
"1044644","Treatment","0","TUR","M",""
"1044645","Treatment","0","GBR","F",""
"1044646","Control","0","TUR","M",""
"1044647","Control","0","USA","",""
"1044648","Control","0","CAN","F",""
"1044649","Control","0","TUR","F",""
"1044650","Control","0","AUS","F",""
"1044651","Control","0","MEX","M",""
"1044652","Control","0","MEX","M",""
"1044653","Control","0","AUS","F",""
"1044654","Control","0","FRA","M",""
"1044655","Treatment","0","USA","F",""
"1044656","Control","0","USA","M",""
"1044657","Control","0","MEX","M",""
"1044658","Control","0","USA","",""
"1044659","Control","0","USA","M",""
"1044660","Treatment","0","BRA","",""
"1044661","Control","0","TUR","",""
"1044662","Control","0","BRA","F",""
"1044663","Control","0","BRA","M",""
"1044664","Control","0","USA","M",""
"1044665","Control","0","ESP","M",""
"1044667","Control","0","MEX","F",""
"1044668","Control","0","ESP","M",""
"1044669","Treatment","0","USA","F",""
"1044670","Treatment","0","USA","F",""
"1044671","Control","0","BRA","F",""
"1044672","Control","0","USA","M",""
"1044673","Control","0","MEX","F",""
"1044674","Treatment","0","DEU","F",""
"1044675","Control","0","USA","F",""
"1044676","Treatment","0","CAN","M",""
"1044677","Treatment","0","USA","",""
"1044678","Treatment","0","GBR","M",""
"1044679","Treatment","0","USA","F",""
"1044680","Control","0","BRA","M",""
"1044681","Control","0","FRA","F",""
"1044682","Treatment","0","MEX","",""
"1044683","Control","0","USA","F",""
"1044684","Treatment","0","BRA","F",""
"1044685","Treatment","0","GBR","O",""
"1044686","Control","0","BRA","M",""
"1044687","Control","0","MEX","F",""
"1044688","Control","0","MEX","F",""
"1044689","Control","0","FRA","",""
"1044690","Treatment","0","BRA","F",""
"1044691","Control","0","TUR","M",""
"1044692","Control","0","BRA","F",""
"1044693","Control","0","USA","F",""
"1044694","Treatment","190.91","BRA","","A"
"1044695","Control","0","GBR","F",""
"1044696","Control","0","BRA","O",""
"1044697","Treatment","0","ESP","M",""
"1044699","Treatment","0","USA","",""
"1044700","Treatment","0","DEU","F",""
"1044701","Control","0","TUR","F",""
"1044702","Treatment","0","TUR","",""
"1044703","Treatment","68.49","USA","M","A"
"1044704","Control","0","BRA","F",""
"1044705","Control","0","BRA","F",""
"1044706","Control","0","USA","M",""
"1044707","Control","0","TUR","",""
"1044708","Treatment","0","TUR","M",""
"1044709","Treatment","0","BRA","M",""
"1044710","Treatment","0","TUR","M",""
"1044711","Control","0","USA","O",""
"1044712","Treatment","0","BRA","F",""
"1044713","Treatment","0","BRA","F",""
"1044714","Treatment","0","MEX","F",""
"1044715","Control","0","TUR","F",""
"1044716","Control","0","BRA","M",""
"1044717","Treatment","0","USA","F",""
"1044718","Control","21.79","TUR","F","A"
"1044719","Treatment","0","USA","F",""
"1044720","Control","0","BRA","O",""
"1044721","Treatment","0","FRA","F",""
"1044722","Control","0","FRA","F",""
"1044723","Control","0","USA","M",""
"1044724","Control","0","USA","O",""
"1044725","Control","0","USA","F",""
"1044726","Control","0","BRA","F",""
"1044727","Control","0","FRA","",""
"1044728","Control","0","ESP","",""
"1044729","Treatment","0","USA","M",""
"1044730","Control","0","GBR","",""
"1044731","Treatment","0","BRA","M",""
"1044732","Control","0","USA","M",""
"1044733","Control","0","MEX","F",""
"1044734","Treatment","0","DEU","F",""
"1044735","Treatment","32.07","USA","O","I"
"1044736","Treatment","0","USA","M",""
"1044737","Treatment","16.38","MEX","F","A"
"1044738","Treatment","0","USA","F",""
"1044739","Treatment","0","DEU","M",""
"1044740","Control","0","BRA","",""
"1044741","Treatment","0","GBR","M",""
"1044742","Control","0","USA","F",""
"1044743","Control","0","ESP","M",""
"1044744","Treatment","0","USA","M",""
"1044745","Treatment","0","BRA","M",""
"1044746","Control","0","TUR","M",""
"1044747","Control","0","AUS","M",""
"1044748","Control","0","BRA","F",""
"1044749","Treatment","0","BRA","F",""
"1044750","Treatment","0","MEX","F",""
"1044751","Control","0","DEU","F",""
"1044752","Treatment","0","USA","M",""
"1044753","Treatment","0","FRA","M",""
"1044754","Treatment","0","GBR","",""
"1044755","Treatment","0","BRA","F",""
"1044756","Treatment","0","USA","M",""
"1044757","Control","0","USA","F",""
"1044758","Treatment","0","BRA","M",""
"1044759","Treatment","0","USA","",""
"1044760","Control","0","BRA","",""
"1044761","Treatment","0","TUR","M",""
"1044762","Treatment","0","MEX","F",""
"1044763","Treatment","0","MEX","M",""
"1044764","Treatment","0","FRA","F",""
"1044765","Treatment","0","USA","",""
"1044766","Control","0","CAN","F",""
"1044767","Control","0","BRA","O",""
"1044768","Control","0","DEU","F",""
"1044769","Control","0","BRA","M",""
"1044770","Treatment","0","ESP","F",""
"1044771","Control","0","USA","F",""
"1044772","Control","0","USA","F",""
"1044773","Control","0","DEU","F",""
"1044774","Control","0","DEU","",""
"1044775","Treatment","62.53","AUS","M","A"
"1044776","Treatment","0","USA","M",""
"1044777","Control","97.66","ESP","F","A"
"1044778","Control","0","CAN","M",""
"1044779","Control","0","USA","F",""
"1044780","Control","0","DEU","F",""
"1044781","Treatment","0","BRA","M",""
"1044782","Treatment","0","TUR","M",""
"1044783","Treatment","0","USA","M",""
"1044784","Treatment","0","DEU","M",""
"1044785","Treatment","14.43","MEX","F","I"
"1044786","Control","0","MEX","",""
"1044787","Treatment","0","DEU","M",""
"1044788","Treatment","0","USA","F",""
"1044789","Control","0","BRA","F",""
"1044790","Control","0","USA","M",""
"1044791","Treatment","0","GBR","M",""
"1044793","Control","0","USA","F",""
"1044794","Treatment","0","USA","F",""
